Geneid,SpleenLN.TIR1.Resting.rep_1,SpleenLN.WT.Resting.rep_3,SpleenLN.WT.Activated.rep_1,SpleenLN.WT.Activated.rep_3,Thymus.TIR1.Developing.rep_1,Thymus.WT.Developing.rep_1,SpleenLN.WT.Resting.rep_2,SpleenLN.WT.Activated.rep_2,SpleenLN.TIR1.Resting.rep_3,SpleenLN.TIR1.Activated.rep_1,Thymus.TIR1.Developing.rep_3,Thymus.WT.Developing.rep_3,SpleenLN.TIR1.Activated.rep_2,SpleenLN.TIR1.Activated.rep_3,Thymus.TIR1.Developing.rep_2,Thymus.WT.Developing.rep_2,SpleenLN.WT.Resting.rep_1
Gm8784,0,0,1,4,0,3,1,0,0,3,1,0,4,1,1,2,1
Gm48825,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Gm46391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dip2c,69,49,34,52,159,85,98,28,38,30,94,75,19,37,131,97,81
Gm48887,7,4,4,7,1,4,4,7,2,2,10,5,9,18,20,1,8
Gm48890,9,4,4,3,7,48,1,2,1,7,29,2,2,9,8,4,3
Gm48870,6,4,3,4,2,3,1,3,2,4,2,2,1,4,0,3,2
Gm48869,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Gm48889,0,0,1,0,2,0,25,0,4,1,2,1,1,0,0,4,14
Gm48871,12,13,10,12,8,12,5,8,8,10,4,9,9,20,8,42,8
Gm48872,1,0,2,4,3,0,3,0,2,1,1,3,2,16,1,1,2
Gm48888,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Gm36423,19,10,15,2,28,11,34,27,21,15,12,7,10,15,16,19,18
Zmynd11,3556,3093,2501,2377,3515,3295,2520,1339,2704,1954,5098,3146,2089,2006,3991,3499,4465
Gm47802,0,0,2,0,1,21,0,0,0,0,0,0,0,0,12,0,0
Gm47826,4,5,5,3,1,108,5,56,7,5,4,6,3,3,93,39,8
Gm47401,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4
ENSMUSG00002075551,32,17,14,21,29,18,34,31,26,28,33,22,17,33,19,26,17
Chrm3,56,2,7,8,103,3,77,4,79,4,6,69,1,4,6,5,9
Gm47406,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0
Gm47411,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0
Gm47405,11,65,44,2,107,3,64,67,98,1,2,3,0,1,1,129,60
9330159N22Rik,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Gm47404,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Gm26861,5,6,5,2,2,2,4,1,5,5,1,3,0,3,3,2,2
Gm47407,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1
Gm36525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00002075343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm47408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm47486,1,0,2,2,0,4,1,0,0,2,1,2,0,1,1,0,1
Gm25496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zp4-ps,0,0,0,2,0,2,0,2,3,0,0,1,0,0,5,1,0
Gm47487,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryr2,63,94,19,151,51,37,122,80,86,68,40,28,27,101,110,81,139
Gm47494,1,1,1,1,0,0,0,1,0,0,1,2,3,2,2,2,0
Gm26956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47493,4,2,2,4,4,4,2,1,4,2,3,1,2,3,3,0,4
Gm47323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Gm47322,2,0,1,1,1,17,1,0,0,0,2,0,10,2,1,16,6
Mtr,1034,780,926,743,815,293,210,126,514,478,389,735,527,372,328,476,681
Gm47021,37,27,43,38,37,39,45,81,42,50,47,31,59,58,26,34,42
Actn2,113,238,448,818,96,276,288,860,38,1122,113,150,551,491,126,178,260
Gm5445,131,113,128,135,156,163,167,222,269,159,157,133,131,156,169,195,196
Heatr1,1036,1083,866,621,616,344,542,607,1064,640,1041,657,1102,918,1192,997,1503
Gm5928,9,11,6,13,7,22,5,8,22,7,9,15,3,4,9,4,17
Lgals8,2534,1978,2393,2217,2840,2397,2629,1765,1999,1657,2596,3391,1873,2566,3640,2756,2735
Edaradd,5,69,13,9,101,7,34,46,8,54,3,139,42,70,59,28,27
Gm30239,5,2,9,8,5,8,10,14,3,13,6,7,8,8,4,9,6
Ero1b,750,899,513,718,572,617,405,311,605,544,532,558,763,668,445,390,800
Gm25483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpr137b-ps,293,372,386,584,449,465,367,371,252,204,474,514,566,579,723,716,327
Gm48440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm48445,1,0,1,4,0,0,1,3,0,3,0,0,2,0,0,0,1
Gm48455,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Gm48456,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Gm48458,1,0,0,0,1,1,1,0,1,2,0,1,0,1,0,2,1
Gm2399,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
Gm7042,6,2,2,0,1,1,0,1,3,0,3,0,2,3,0,0,1
Prl2c3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Gm18262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm18878,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
Gm48527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl2c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48544,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm18263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm18259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prl2c5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm18880,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
Gm48588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm2423,449,402,280,445,343,238,307,283,230,342,306,293,244,244,341,285,347
Gm5374,1,6,1,1,0,4,2,1,1,1,3,4,0,1,4,3,4
Gm48590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18562,2,1,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0
Gm25804,0,0,0,1,1,0,2,0,0,2,0,1,1,0,1,0,0
Gpr137b,42,40,57,68,40,39,30,55,40,61,53,57,49,66,33,35,45
Gm48661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7426,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0
Nid1,3,4,2,5,1,0,0,2,1,1,1,0,2,8,1,0,4
Gm48682,3,4,5,3,5,2,6,5,5,3,1,5,3,4,1,0,1
Gm48783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lyst,193,258,360,265,443,521,213,205,393,244,471,89,273,169,491,501,568
Gng4,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,1
Gm7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47882,524,511,296,307,309,292,338,130,275,249,378,395,241,225,361,332,453
Gm7446,2,5,5,9,4,6,5,0,4,14,2,7,1,4,13,3,5
Gm7046,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,0,0
ENSMUSG00000120790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3galnt2,1525,1670,1087,884,1478,1309,875,483,1335,851,1648,1151,981,1001,1296,1306,2022
Gm18856,0,1,1,0,3,7,8,0,0,1,0,0,8,1,18,0,2
Tbce,2392,2647,2290,2527,3370,2995,1923,1501,1982,2344,3888,2462,2306,2260,3016,3167,2237
Gm48017,0,1,1,1,1,1,0,3,2,0,1,0,0,0,1,2,1
Ggps1,2483,3117,2894,3122,2655,2801,1755,2415,2034,2898,1933,2354,2521,2481,2754,1667,4214
Arid4b,5280,6223,4512,4175,5783,6859,5621,4977,5090,4170,6725,7055,4394,5865,5831,6460,7135
Gm26129,2,7,1,3,2,2,6,0,8,2,3,3,7,3,2,0,4
Gm48027,28,23,22,21,37,26,26,12,23,74,22,110,20,65,49,16,27
Gm2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hecw1,15,11,15,20,14,13,9,10,10,21,10,14,15,11,11,9,13
Gm47011,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
Gm30893,2,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0
Gm48096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32526,1,1,0,2,2,4,1,2,8,1,1,1,3,0,1,3,2
Mrpl32,3182,2816,2795,2518,3941,4331,3075,3678,2962,3567,4346,4484,3050,3512,4809,4025,3035
Psma2,17763,15804,15316,17680,18488,15461,15298,18090,18208,19168,17673,16729,15824,15664,16707,16109,16724
AW209491,977,1044,665,705,1019,967,848,938,565,789,1633,1292,968,694,1636,1124,1343
Gm19189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm48329,0,0,1,0,0,0,1,1,1,0,0,1,0,2,1,1,0
Gm48338,2,1,1,0,0,1,2,1,1,2,0,4,0,0,3,0,4
Gm9512,50,22,14,21,22,22,14,18,32,30,17,25,19,15,21,19,22
Gm20043,4,0,3,0,2,1,0,1,2,2,3,1,3,3,4,1,2
Gm6556,4,0,2,5,0,1,1,1,0,0,3,2,1,2,2,2,2
Gm26645,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Gli3,4,4,2,2,5,7,0,5,4,6,6,3,38,2,12,0,5
Gm48343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48408,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4933412O06Rik,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
A530046M15Rik,2,1,0,1,1,1,0,1,3,1,1,0,0,2,2,1,1
B230303A05Rik,5,4,2,2,2,2,1,1,2,6,5,1,5,2,1,2,4
A530058O07Rik,18,19,10,22,19,11,14,15,18,19,18,15,12,16,15,16,18
Gm31450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48928,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Inhba,17,16,5,11,11,9,10,7,7,46,31,11,3,7,13,11,13
Gm48444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22628,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Gm6562,0,0,1,2,0,1,0,0,0,1,0,3,0,0,0,1,0
Gm31711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48492,4,2,1,0,2,1,1,2,1,2,0,0,2,2,6,1,1
Gm48493,1,4,2,2,0,3,1,5,1,0,2,5,1,3,1,6,4
Gm48494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48496,1,3,0,0,0,0,4,1,0,0,4,0,5,0,0,0,0
Gm48497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Gm7537,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sugct,9,142,10,7,150,77,51,39,17,71,135,127,19,22,163,116,77
Gm48503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm27043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48502,3,4,9,17,4,7,2,4,5,3,7,3,4,4,3,1,12
Gm17890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gm48501,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gm24873,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0
Mplkip,4466,3789,2550,3116,4214,3552,3403,3370,4211,3947,3845,4153,3042,3188,4828,3417,3564
Gm48621,37,4,7,5,52,3,26,43,21,49,26,1,1,5,2,46,63
Cdk13,5607,7471,4838,5400,5997,4909,6005,3227,4981,4577,6789,5142,4145,4246,7053,4749,7078
8430406P12Rik,27,1,19,4,27,2,0,34,3,1,24,36,25,32,0,28,19
Mir466i,0,0,0,0,3,4,0,0,0,9,26,0,7,5,1,5,0
Gm48624,6,7,3,5,5,2,4,4,10,8,6,6,2,9,6,3,7
Gm24018,3,2,3,0,2,0,1,4,5,0,0,1,1,3,1,0,3
Gm18859,1,0,0,0,0,1,1,1,1,2,0,0,0,0,2,1,1
Rala,3866,3635,2283,2318,3871,3894,3121,2634,3784,2899,4698,4240,2306,2401,4188,4823,3261
Gm18362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Gm48754,7,1,1,0,0,2,11,1,1,7,10,7,1,2,7,2,5
Gm32699,7,1,0,1,9,2,0,0,0,0,0,0,0,1,29,0,8
Gm5628,9,6,8,16,6,3,5,4,6,4,2,4,0,1,3,1,3
A930027P06Rik,5,0,1,1,3,8,2,2,2,4,7,4,3,6,2,5,1
Gm48776,1,1,0,0,1,3,0,1,0,1,0,0,0,2,1,1,0
Gm48778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yae1d1,662,393,327,539,538,686,480,391,463,437,525,479,319,309,517,560,496
Gm48799,2,4,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
Vdac3-ps1,242,214,236,302,174,164,227,223,169,282,238,183,207,224,166,169,180
Gm6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448F12Rik,5,0,3,9,5,7,1,5,2,4,5,1,3,2,4,2,4
Gm48800,1,0,0,1,0,0,1,3,0,1,1,2,1,0,1,1,1
Pou6f2,27,19,30,28,22,29,28,31,20,60,19,18,29,25,19,20,19
Gm48829,2,0,2,1,0,0,0,3,0,0,0,0,2,1,1,2,1
Vps41,3171,4336,4285,3240,4797,3603,3348,2876,3092,3462,5052,4706,3232,2921,5158,3842,4312
Gm26172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amph,0,0,6,39,0,1,6,0,2,7,0,0,73,10,40,0,19
Gm47658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm47660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31887,0,0,0,0,0,0,6,2,0,11,2,0,7,4,0,0,8
Trgv7,1,0,1,0,0,0,0,0,4,20,16,0,21,14,0,0,1
Trgv4,1,13,11,20,2,7,5,32,5,199,0,0,80,139,0,1,1
Trgv6,6,0,31,13,1,0,0,13,10,4,4,2,15,22,0,0,0
Trgv5,0,0,0,8,5,0,4,3,11,13,13,0,6,2,0,0,3
Trgj1,26,25,14,12,12,7,10,13,34,54,10,0,30,17,5,4,26
Trgc1,1105,863,1275,1461,97,116,586,1436,861,14057,172,68,8879,4977,54,35,932
Trgv3,1,0,0,4,1,2,0,0,0,2,4,0,4,11,0,1,0
Trgj3,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
Trgc3,1,49,0,16,0,18,11,2,33,50,29,0,42,36,1,0,13
Trgc2,365,166,44,47,498,168,282,105,440,198,388,122,183,159,273,204,234
Trgj2,16,3,16,4,32,7,21,7,17,32,23,9,19,25,15,4,7
Trgv2,13,16,11,10,71,26,15,15,28,31,62,1,24,27,47,13,31
Trgv1,42,16,0,16,31,8,19,3,14,15,18,0,14,14,28,7,18
Trgj4,17,13,0,0,1,0,3,0,21,3,5,0,0,3,2,1,6
Trgc4,639,443,10,66,36,21,201,19,579,146,123,0,46,52,51,43,271
Stard3nl,1965,1760,2560,3196,2300,1683,1840,3063,2256,5303,2448,1950,3553,3046,2475,1575,1921
Gm42683,5,1,9,3,13,5,8,4,4,9,2,0,17,7,4,0,2
ENSMUSG00000120930,6,2,3,2,4,6,1,1,2,7,1,44,13,30,1,1,7
Gm18131,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
9330199G10Rik,2,1,0,0,0,1,0,1,0,1,2,0,0,0,2,1,1
Gm18363,2,1,4,4,2,2,0,2,1,0,0,1,1,3,3,0,1
Epdr1,51,52,478,481,0,1,38,580,39,600,0,0,802,489,78,0,16
Sfrp4,3,1,2,2,1,2,1,1,2,0,2,5,0,3,1,2,1
Nme8,0,0,2,1,1,0,2,0,0,1,0,1,0,0,1,4,2
Gm47606,3,4,3,6,6,4,2,4,4,1,5,4,3,7,8,3,2
Gpr141b,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
Gpr141,3,1,3,1,0,0,2,0,1,1,1,0,4,3,2,0,1
Gm19154,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1
Gm5446,11,23,12,21,25,15,14,18,13,30,22,28,10,25,30,9,19
Elmo1,7480,9538,10488,9979,6790,4701,6656,6058,6382,6859,7159,5550,7923,6354,8294,4331,10676
Gm47665,0,0,1,1,0,1,1,31,1,0,10,0,0,0,1,0,3
Gm32036,23,8,25,20,28,18,63,16,16,24,28,45,6,43,48,10,31
Gm47664,0,14,17,2,49,4,37,8,3,18,19,30,6,30,48,53,1
Gm47657,0,0,0,0,2,0,1,0,0,0,0,21,0,2,9,0,0
Gm47721,4,1,2,1,3,3,1,1,1,0,1,0,3,2,0,0,2
Gm7611,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gm7614,1,0,0,6,1,5,2,0,4,2,2,3,1,0,1,0,2
Aoah,0,1,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0
Gm47727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1370,5,6,0,3,1,1,1,3,1,4,1,4,3,2,2,4,2
Olfr1369-ps1,1,2,4,1,1,1,1,1,3,3,5,1,9,7,4,3,0
Olfr263,4,2,4,2,3,5,0,7,4,3,1,4,2,4,4,3,5
Olfr1368,1,1,1,1,0,1,2,1,1,2,0,2,1,0,0,0,2
Gm47806,5,5,7,53,4,1,7,15,27,3,4,3,4,11,3,3,5
Trim27,6689,7511,5470,6078,6896,5577,6077,4127,5559,4837,6653,6294,5417,4454,8804,4137,7011
Gpx5,1,2,2,3,3,2,0,3,6,1,1,5,4,2,3,4,3
Gm11270,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Gpx6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0
Olfr1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm53020,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
Zscan12,370,383,260,269,504,454,355,177,475,222,394,486,282,317,519,421,520
Gm11271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zkscan3,2813,2673,2836,2507,2944,2940,2383,1923,2442,2043,3835,3044,2260,2864,3665,3327,2955
Mir6942,2,1,0,0,1,0,10,0,0,0,0,1,0,0,1,0,0
Gm50481,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pgbd1,4,5,8,5,48,27,45,24,8,14,6,5,10,7,6,8,8
4930470G03Rik,6,5,4,4,15,13,3,1,5,8,10,4,6,9,12,6,4
Zscan26,521,366,411,375,438,316,456,444,502,380,339,526,271,392,460,398,549
Mir1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nkapl,21,19,20,20,16,20,18,31,36,35,22,18,37,22,22,11,18
Gm40828,6,1,0,1,3,2,0,3,0,5,0,1,1,0,5,0,4
Zkscan4,8,10,4,12,4,5,7,73,5,9,9,3,5,8,10,9,7
Gm23779,2,2,1,3,1,0,1,1,2,3,0,0,2,1,0,3,3
AK157302,140,198,171,159,153,178,135,172,164,174,192,137,176,159,136,144,182
Cox5b-ps,649,637,583,691,535,482,570,699,630,865,513,592,628,695,554,488,497
Zfp389,18,6,5,5,5,2,6,7,5,7,4,5,6,9,3,4,8
Zkscan8,436,196,139,213,193,437,120,75,368,135,296,90,213,246,390,286,234
Olfr1366,10,11,16,16,8,32,24,16,12,15,14,10,11,14,14,11,10
Olfr1535,14,12,10,12,14,9,7,16,12,16,8,10,9,9,14,9,5
Olfr1364,12,7,13,24,14,12,9,22,12,21,18,17,21,21,8,21,11
Olfr1362,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Olfr11,0,1,1,4,1,0,2,1,3,1,3,2,1,4,1,1,0
Olfr1361,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0
Olfr1360,0,0,2,1,0,0,1,0,0,2,1,1,1,1,0,2,1
Olfr1359,2,1,0,5,2,0,1,3,1,2,2,1,2,0,1,1,0
H2bc13,6,19,11,18,19,11,9,26,11,30,1,3,24,10,2,1,1
H2ac13,22,5,30,20,6,38,17,16,9,25,23,5,18,35,10,7,12
ENSMUSG00002076515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3c10,11,7,21,24,5,3,10,8,14,10,12,7,6,22,17,9,19
ENSMUSG00002075904,1,0,3,2,0,0,0,3,1,2,1,0,0,1,0,0,0
H2ac14,7,6,2,3,0,2,0,2,1,11,5,1,0,4,0,0,0
H2bc14,45,15,116,73,18,15,20,176,7,59,5,3,44,38,23,4,30
H4c11,5,4,5,12,3,15,4,3,15,8,8,0,5,20,3,12,18
H4c12,8,1,13,4,4,8,3,27,13,32,2,2,1,14,0,3,2
H2ac15,27,20,39,34,23,13,5,74,28,34,7,3,34,23,57,9,32
ENSMUSG00002075711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2bc15,16,17,10,9,8,39,5,32,14,31,13,14,6,24,13,30,20
Gm11274,0,1,3,2,0,0,0,1,1,0,2,0,0,0,0,0,0
H1f5,107,193,614,743,115,99,116,471,43,635,78,23,775,374,106,21,110
H3c11,18,20,25,30,16,24,9,25,48,69,30,29,32,32,40,14,18
H2ac22,16,14,15,16,7,24,8,16,4,18,10,9,17,19,10,2,13
ENSMUSG00002075444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2bc22,4,7,40,48,1,14,3,24,5,19,1,1,29,27,10,2,16
H2bc23,2,1,7,1,0,3,2,6,2,5,0,3,2,5,1,3,2
H2ac23,15,12,34,76,17,20,18,57,31,65,20,9,61,35,27,5,16
ENSMUSG00002075597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H4c17,48,38,36,47,44,38,40,64,83,80,26,43,35,53,55,26,36
H4c18,45,41,22,22,25,14,42,44,69,40,19,37,17,42,36,25,39
H2ac24,10,23,52,80,25,14,21,82,24,70,13,16,65,53,19,12,27
ENSMUSG00002076367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2bc24,0,1,0,1,3,4,1,1,3,3,2,3,2,2,4,0,2
ENSMUSG00000120293,1,0,4,6,0,1,0,2,0,1,0,0,1,3,3,2,0
Gm11278,3,0,0,5,0,0,1,0,0,2,3,0,2,0,0,0,1
Mir1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000120474,20,21,55,90,16,22,18,59,17,79,14,14,60,43,23,16,16
Gm11279,4,4,5,5,4,0,4,13,2,7,2,1,6,7,2,0,4
ENSMUSG00002076138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp184,9,26,11,10,39,17,9,16,5,19,73,10,8,9,12,10,12
Gm11281,3,4,1,2,4,3,1,1,5,3,3,2,2,1,1,2,6
Gm11282,5,7,3,2,2,1,6,5,2,3,7,1,3,3,1,1,3
Pom121l2,10,9,11,9,7,6,10,21,5,12,6,4,19,12,6,7,11
Prss16,26,59,51,158,70,97,30,25,7,9,70,60,12,95,69,52,8
Gm11290,15,17,16,21,15,18,20,19,16,25,9,13,16,14,11,10,7
Gm11292,34,28,45,67,32,52,35,70,54,60,42,46,54,47,34,40,49
ENSMUSG00002076329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2ac12,6,6,5,7,2,2,2,15,12,9,0,5,10,10,4,0,5
H2bc12,20,6,58,7,10,28,3,31,13,58,13,1,37,23,6,6,13
H4c9,235,121,203,197,169,156,144,121,272,299,194,225,216,172,249,234,115
H2ac11,105,107,222,355,81,112,77,300,100,320,77,49,269,222,106,68,85
ENSMUSG00002075113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2bc11,70,72,166,105,58,46,51,173,63,154,40,39,109,164,75,41,52
Gm48356,7,8,8,11,4,1,7,4,3,4,2,6,4,2,7,3,3
Vmn1r-ps92,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Vmn1r-ps93,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gm11285,1,2,0,1,1,2,3,4,3,1,1,9,1,1,0,0,1
ENSMUSG00002075366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r188,159,143,167,184,166,137,132,114,163,182,180,181,153,143,169,114,169
Vmn1r-ps94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r189,3,2,1,6,1,0,0,4,5,1,1,3,0,5,1,1,1
Vmn1r-ps95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vmn1r-ps96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r-ps97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vmn1r190-ps,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Gm11284,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Vmn1r191,1,2,2,3,0,2,0,1,0,0,2,1,2,1,3,3,3
Vmn1r-ps99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r192,3,3,1,3,1,2,2,0,0,2,3,6,2,1,2,3,5
ENSMUSG00002076520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00002075763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r193,7,7,9,9,6,9,11,10,5,9,7,9,12,12,2,6,6
Vmn1r194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r195,3,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,1
Gm11295,1,0,2,0,0,0,0,3,1,1,0,1,1,1,0,0,0
